Codibge7;acidente;homicidio;suicidio;indeterminado;veiculos;h_legal
4117214;0;1;1;0;5;0
5107750;0;0;0;1;0;0
3134509;0;0;0;0;2;0
4102208;0;1;0;0;1;0
3528908;0;0;0;0;0;0
4305959;0;0;0;0;0;0
3100401;0;1;0;1;0;0
2202251;0;0;0;0;0;0
2413201;0;0;0;0;0;0
4322251;0;1;0;0;0;0
4123824;0;1;0;0;4;0
4313425;2;1;1;1;0;0
4107538;3;0;0;0;2;0
3128501;0;0;0;0;0;0
3120706;0;0;0;0;1;0
2919009;0;0;0;0;0;0
3135308;0;0;0;0;0;0
2508554;1;1;0;0;0;0
4102752;0;0;0;0;1;0
3114600;0;0;1;0;0;0
2401503;0;0;1;0;2;0
3169059;0;0;0;0;0;0
4128658;0;1;1;0;0;0
2408607;1;1;0;0;0;0
3115201;0;0;0;0;0;0
4121307;0;1;0;0;0;0
2801108;0;0;0;1;1;0
5215256;1;0;0;0;0;0
4215356;0;1;1;0;2;0
3152131;0;0;0;0;0;0
3157609;0;0;2;0;0;0
4309159;0;2;2;1;1;0
4113429;0;0;0;0;5;0
4314308;0;0;1;0;0;0
2512077;0;0;0;0;0;0
4313490;0;1;0;0;0;0
4110003;0;0;0;0;3;0
2514800;0;1;0;0;0;0
3109253;0;0;0;0;0;0
5219605;0;0;0;1;8;0
3163201;0;0;0;0;1;0
4312807;0;0;0;0;1;0
3546207;0;1;0;2;2;0
4106555;0;0;0;0;0;0
2514701;0;0;0;0;2;0
5005103;0;0;1;0;7;0
3140308;0;0;0;1;0;0
4301875;0;0;0;0;0;0
2508703;0;0;0;0;0;0
2105658;0;6;0;0;0;0
4120309;2;0;0;0;3;0
3159001;1;0;1;2;1;0
5209804;0;1;1;0;0;0
5215405;0;2;1;0;1;0
4208609;0;0;0;0;1;0
4305405;0;0;1;0;1;0
4210902;0;0;0;0;1;0
3110202;0;0;0;0;1;0
3508207;0;1;0;0;2;0
3100807;0;2;0;1;1;0
2207306;0;0;0;0;2;0
3162658;0;0;0;0;1;0
4309951;0;1;0;0;0;0
3150208;0;2;0;0;0;0
3531605;0;0;0;0;2;0
2206654;0;0;1;0;0;0
4312054;0;0;3;3;2;0
5108204;0;0;2;0;1;0
3508900;1;0;0;0;0;0
3540259;0;0;0;1;1;0
3163003;0;0;0;0;0;0
3149606;0;0;0;0;1;0
4103958;0;0;0;0;1;0
3549607;2;1;0;0;1;0
3132602;0;0;0;0;0;0
3167905;0;0;1;0;2;0
4212239;0;0;0;0;0;0
3160108;0;0;0;0;3;0
5107248;0;1;0;0;1;0
4318481;0;0;0;0;0;0
4119707;0;0;0;0;1;0
3126307;0;0;1;0;2;0
4310850;0;0;0;0;1;0
3501103;0;0;1;0;1;0
4310306;0;0;0;0;0;0
3131406;0;1;0;0;0;0
4212403;1;0;0;0;0;0
3168101;1;0;0;0;0;0
3136801;0;1;0;0;0;0
2210631;1;0;0;0;0;0
3531704;0;0;0;0;1;0
5213772;0;0;0;0;2;0
1703073;1;0;0;0;3;0
3541109;0;0;0;0;0;0
3150000;0;1;0;0;0;0
4320859;0;0;0;1;0;0
4121257;0;7;0;0;0;0
3160207;0;1;0;0;0;0
2513927;1;0;0;0;0;0
4315206;1;1;0;1;0;0
4219606;1;0;0;0;1;0
4113403;0;0;0;0;5;0
2207553;0;1;0;0;1;0
3525607;0;1;0;0;5;0
2410801;1;0;1;0;2;0
5107404;0;2;0;0;0;0
3533700;0;0;0;1;0;0
2305100;0;0;0;0;0;0
2512762;0;0;1;0;0;0
4310702;1;1;0;0;1;0
4311122;2;0;0;2;0;0
1705607;1;1;0;0;2;0
2203255;0;0;0;0;1;0
3532108;0;1;1;0;1;0
2207959;0;0;1;0;0;0
2407609;0;0;0;0;1;0
1718550;0;0;0;0;0;0
3516804;1;0;0;0;2;0
4201273;0;0;1;0;0;0
3112059;0;1;0;0;1;0
3163102;0;0;0;0;1;0
2703908;0;0;0;0;0;0
3120102;1;0;1;0;0;0
1701101;0;0;0;1;3;0
2514552;0;1;0;0;1;0
3140100;0;1;0;0;1;0
2501534;1;0;0;0;0;0
3127404;0;0;0;0;0;0
3166501;0;4;0;0;0;0
4323408;2;0;1;0;2;0
4323457;0;0;1;0;1;0
3540408;1;1;0;0;2;0
3137304;0;1;0;0;4;0
2412401;0;0;0;0;1;0
2404002;0;0;0;0;2;0
2208858;0;0;0;0;0;0
4313607;0;0;0;0;0;0
3515194;0;0;1;2;1;0
3156452;1;0;0;0;0;0
4207759;0;0;4;0;5;0
4309555;0;0;0;0;0;0
5209408;0;3;0;0;11;0
2208874;0;0;0;0;0;0
2203420;1;0;0;1;1;0
2512754;0;0;0;0;3;0
1600253;0;0;0;0;0;0
4211454;0;0;0;0;0;0
3507308;1;0;0;0;2;0
3543105;0;0;0;0;0;0
3532702;0;0;0;0;0;0
4211405;0;0;0;0;3;0
3548401;0;1;0;0;0;0
4106571;2;1;0;0;1;0
2211704;0;1;0;0;0;0
1720309;0;1;1;0;1;0
3532207;0;0;0;0;3;0
3532058;0;0;0;0;0;0
4103479;1;2;1;0;4;0
3502002;1;0;0;2;0;0
2408409;0;0;0;0;0;0
3530409;0;0;0;0;0;0
3521200;1;0;1;0;0;0
4110409;0;0;0;0;0;0
4215406;0;0;0;0;1;0
4300455;0;3;3;0;0;0
3136405;0;0;0;1;9;0
4100459;1;3;0;1;0;0
2205250;1;0;0;1;1;0
2209559;0;0;0;0;1;0
2509339;0;0;0;0;0;0
2802007;1;0;0;0;1;0
4315750;3;1;0;0;0;0
2211407;2;0;0;0;1;0
2514008;0;0;0;0;0;0
2702702;0;7;0;0;2;0
1712504;1;1;0;0;0;0
4205209;0;0;0;0;0;0
3527801;0;0;0;0;2;0
3523008;0;0;0;0;0;0
2510303;0;0;0;0;1;0
3508306;0;0;0;0;1;0
2203800;1;0;1;0;1;0
2201804;0;0;0;0;0;0
2607406;0;1;0;0;1;0
3510153;0;0;0;0;3;0
3106655;0;0;0;0;0;0
4309753;0;0;0;0;0;0
3136553;0;0;0;0;0;0
1600055;0;0;0;0;0;0
4321857;0;1;1;0;1;0
1720499;0;0;1;0;1;0
3509957;0;0;0;0;2;0
1714302;1;1;0;0;1;0
3161601;0;0;0;0;1;0
2205300;0;0;1;0;0;0
4300034;2;0;1;0;0;0
2515930;1;0;0;0;0;0
4202503;0;0;0;0;1;0
4322152;1;0;0;0;0;0
2514107;0;2;0;0;0;0
3157377;0;1;0;0;1;0
5221551;1;0;0;0;2;0
2204550;0;0;2;0;0;0
4113601;0;0;0;0;1;0
4122800;1;1;1;0;0;0
4104055;0;0;1;0;0;0
4204103;0;0;2;0;0;0
5212956;2;0;0;0;0;0
2411007;0;1;2;0;0;0
3170438;0;0;0;0;1;0
3516853;0;0;0;0;3;0
3150539;0;0;0;1;0;0
5219712;0;0;0;0;6;0
2111573;0;0;0;0;0;0
3166956;0;0;0;0;0;0
4212270;0;0;0;0;0;0
2210359;0;0;0;0;2;0
3555505;0;0;0;0;0;0
3124401;0;0;0;0;0;0
3525805;0;1;0;0;0;0
3102209;0;1;0;0;1;0
2209856;0;0;0;0;1;0
3543204;1;1;0;0;1;0
4214904;0;2;0;0;2;0
3502606;0;0;0;0;1;0
4305132;1;1;0;0;0;0
1703206;0;0;0;1;4;0
2206001;0;0;1;0;4;0
3117405;0;0;0;0;2;0
3123304;0;0;2;0;2;0
3521150;1;1;0;0;2;0
3539608;1;0;0;0;2;0
4202701;0;1;0;0;4;0
4314472;0;1;0;0;0;0
2202802;0;0;1;0;1;0
2204105;0;0;0;0;2;0
3145851;0;0;1;0;0;0
2607109;0;0;0;0;0;0
4314498;0;0;3;0;0;0
3106606;0;1;0;0;0;0
5200555;0;1;0;0;1;0
1717008;0;0;0;1;0;0
4113106;1;1;0;1;1;0
2509602;0;0;0;0;0;0
5210562;0;0;0;0;0;0
4120101;0;1;1;0;2;0
3201803;0;1;0;0;0;0
2205532;0;0;0;0;0;0
2210904;1;0;2;0;3;0
2205565;0;0;1;0;0;0
2202711;0;0;1;0;0;0
3122603;1;0;0;0;0;0
3509809;0;0;0;0;0;0
2413557;0;1;1;0;2;0
2202851;0;2;0;0;1;0
3116407;1;0;1;0;0;0
2504355;0;0;0;0;2;0
1717800;1;0;0;0;0;0
2207751;0;0;1;0;1;0
3142254;0;2;0;0;0;0
2700805;0;3;0;0;1;0
3136520;0;0;0;0;1;0
2206753;0;0;0;0;0;0
3114808;0;0;0;0;0;0
2911253;0;0;0;0;0;0
4106704;0;0;0;0;1;0
3517109;0;0;0;0;2;0
3136579;0;2;2;0;0;0
5218706;0;1;0;0;1;0
1718907;0;2;0;1;0;0
4103008;0;0;0;0;0;0
4110904;0;0;0;0;3;0
4126355;0;0;1;0;0;0
5000252;2;0;1;0;3;0
3157302;0;0;0;0;1;0
3165909;0;0;3;0;1;0
4308458;0;0;0;0;0;0
5104559;0;0;0;0;0;0
3160801;0;0;0;0;0;0
2513802;0;2;0;0;0;0
5106208;1;0;0;0;2;0
1716307;0;2;0;0;2;0
2107308;0;0;0;0;0;0
1707306;1;0;0;0;2;0
3533254;0;0;0;0;0;0
4113809;0;1;0;0;3;0
3140605;1;1;0;1;1;0
3541059;0;0;1;0;3;0
3157500;0;1;0;0;1;0
1703909;1;0;0;1;1;0
2900603;0;0;1;0;1;0
4115507;1;1;1;0;0;0
3158805;0;0;0;3;0;0
1720101;2;2;0;0;1;0
2406809;0;0;0;1;0;0
2111953;0;0;0;0;3;0
5220157;3;1;1;0;5;0
3111705;1;0;0;2;0;0
2304806;0;1;0;0;1;0
3146404;1;1;1;0;0;0
4218756;1;0;1;0;0;0
3108701;0;0;0;0;0;0
3150406;0;1;0;1;0;0
3529500;1;0;0;0;2;0
4209854;0;0;0;0;0;0
3501400;0;3;0;0;0;0
2209955;0;0;0;0;0;0
2205276;0;1;0;0;1;0
3143153;0;0;0;0;0;0
3150703;0;1;1;0;1;0
3162252;1;0;1;0;1;0
3144409;1;1;1;0;0;0
3169802;0;0;0;0;0;0
2908804;0;0;0;0;0;0
4126702;1;4;0;0;4;0
2203602;0;0;0;0;3;0
1705557;0;0;0;0;2;0
4313037;0;0;0;0;0;0
4302659;0;0;0;0;0;0
4107546;0;1;0;0;1;0
4206652;0;0;0;0;2;0
3120839;0;0;1;0;0;0
2508109;0;0;0;0;0;0
4306304;0;0;0;0;1;0
5205208;0;0;0;1;0;0
2504702;0;3;0;0;0;0
3127057;0;0;0;0;0;0
2201002;3;0;1;0;0;0
3142304;0;1;0;0;0;0
3171154;4;0;0;0;1;0
1200435;1;0;0;0;0;0
2410504;0;0;0;0;2;0
2202117;0;0;0;1;1;0
1600212;0;1;0;0;0;0
2408508;0;0;3;0;0;0
2110807;1;0;0;0;0;0
5219738;0;0;0;0;0;0
2203230;1;0;0;0;0;0
4217253;0;0;0;0;0;0
3150307;0;1;0;0;0;0
4309803;2;0;0;0;1;0
3154408;0;0;1;0;5;0
3128253;0;0;0;0;0;0
4209151;1;0;1;0;0;0
4107850;0;2;0;0;2;0
4318424;0;0;2;1;0;0
3170651;2;0;0;0;0;0
5222203;0;1;0;0;8;0
4311718;0;0;0;0;0;0
4207601;1;0;0;0;0;0
2209807;0;0;0;0;1;0
3518909;0;1;0;0;1;0
3112208;0;0;0;0;0;0
2205516;0;0;0;0;0;0
3120607;0;0;0;2;0;0
2514404;0;1;0;0;0;0
2409332;0;0;0;0;7;0
5219258;0;0;1;0;3;0
3121308;0;0;0;0;0;0
3135902;0;0;1;0;1;0
3104452;0;0;0;0;0;0
2402907;0;0;0;0;0;0
4120408;0;1;0;0;3;0
4213104;0;0;2;0;2;0
5102694;0;1;0;0;2;0
4312609;1;0;0;1;4;0
4219176;0;0;0;0;1;0
4107702;1;1;0;0;1;0
3138351;0;0;0;0;1;0
3554201;0;0;0;0;0;0
1101450;0;1;0;0;0;0
2504207;0;0;2;0;2;0
3528700;0;0;0;0;1;0
3545100;0;0;0;0;1;0
4118451;0;1;0;2;1;0
3520608;0;1;0;0;1;0
2202554;2;1;0;0;2;0
4215075;0;0;0;0;0;0
5221502;0;0;0;0;0;0
3526308;0;5;1;0;0;0
2408805;0;0;0;0;0;0
3115359;0;0;0;1;0;0
2205599;0;1;0;0;0;0
4312302;0;1;1;0;1;0
4120655;0;0;0;0;3;0
5003108;1;3;1;0;2;0
3126604;1;1;0;0;1;0
4300877;2;0;0;1;0;0
2912608;0;0;0;0;1;0
5103437;1;2;0;0;2;0
4303202;0;0;3;0;1;0
2203271;1;1;1;0;0;0
2400604;0;3;0;0;2;0
5208103;0;0;1;0;3;0
3500758;0;0;0;0;2;0
2107258;0;0;0;0;1;0
1101559;0;0;0;0;0;0
4213302;0;0;0;1;5;0
2505352;0;0;0;0;1;0
4111704;0;0;0;0;2;0
4112306;2;1;1;0;0;0
3139102;0;0;0;1;0;0
4200309;0;0;0;0;2;0
4206603;0;0;3;0;0;0
4312203;1;0;0;0;0;0
2211357;0;0;1;0;0;0
2209351;0;0;0;0;0;0
3148400;0;0;0;0;0;0
4309704;0;2;0;0;1;0
4305504;0;3;1;0;3;0
3112653;0;0;0;0;0;0
3156106;1;6;0;0;1;0
5007505;1;1;0;0;2;0
4320305;0;0;1;2;0;0
5108808;0;0;0;0;0;0
3122108;0;3;0;1;4;0
5006259;1;1;0;0;0;0
3118106;0;2;0;0;0;0
4305447;0;0;0;0;1;0
3164407;0;0;0;0;2;0
5209150;0;0;0;0;1;0
1715705;1;3;0;0;0;0
4303301;1;0;1;0;1;0
1708304;0;1;0;0;0;0
2705903;0;1;0;0;0;0
3504305;0;0;0;0;2;0
3104809;0;0;0;0;4;0
5208301;0;0;0;0;0;0
3145372;0;0;0;0;1;0
3110103;0;0;0;0;0;0
2803104;0;0;0;0;0;0
4115457;1;2;0;0;4;0
3105202;1;0;0;0;0;0
3132008;0;1;1;0;1;0
2509503;1;0;0;0;2;0
3157401;1;0;0;0;0;0
2207405;0;0;0;1;0;0
3159308;0;0;0;0;2;0
3512605;0;0;0;1;0;0
3107208;0;0;0;0;0;0
3120409;0;3;0;0;1;0
5213905;0;0;0;0;0;0
1706001;0;0;0;0;2;0
4310538;1;0;0;0;2;0
4216057;0;1;0;1;7;0
2413706;1;0;0;0;1;0
5204953;0;0;0;0;1;0
3507704;0;0;0;1;2;0
4107157;1;0;1;4;0;0
5103908;0;0;0;0;4;0
4126272;1;1;1;0;1;0
1702158;1;1;0;0;1;0
3108800;0;0;0;0;0;0
3527702;0;1;0;0;0;0
2502300;0;0;0;0;1;0
2503100;1;0;0;0;0;0
3129400;2;0;0;0;0;0
5007307;0;1;0;0;3;0
2202653;1;0;0;0;4;0
3509106;0;1;0;0;0;0
3163904;0;0;0;0;0;0
2909505;0;0;0;0;0;0
2517209;0;0;0;0;0;0
4115853;0;0;1;0;1;0
1507755;0;0;0;0;4;0
2200459;0;0;0;0;3;0
4107801;0;0;1;0;0;0
3102506;0;1;0;1;0;0
1716653;0;0;0;0;3;0
5210802;0;0;0;0;0;0
3135076;0;0;0;0;4;0
1720655;0;0;1;1;1;0
3172103;1;0;0;0;1;0
5107206;2;2;1;0;0;0
4303400;0;2;0;1;2;0
2203750;0;0;0;0;2;0
4121109;0;0;0;0;1;0
5200175;1;0;0;0;0;0
2200103;0;0;0;0;1;0
4116950;1;0;0;0;1;0
2205458;0;0;0;0;4;0
3115474;0;0;1;0;1;0
2502706;0;0;0;0;0;0
4312104;0;0;0;1;1;0
2706208;0;0;0;0;0;0
2401602;1;0;0;0;1;0
4322541;0;0;1;2;1;0
5104526;0;0;0;0;1;0
4311908;1;0;1;0;1;0
3127339;0;1;0;0;0;0
3125408;0;1;0;0;2;0
5222302;3;1;0;0;6;0
2210052;0;0;0;0;0;0
2209377;0;1;0;0;1;0
3553856;1;0;1;0;2;0
3503000;0;0;0;0;3;0
2200277;0;0;0;0;0;0
4314068;0;0;0;0;0;0
5102686;1;2;1;0;6;0
2511707;0;0;0;0;0;0
3135704;0;0;0;0;1;0
3117603;0;1;0;3;0;0
4113759;1;0;0;0;1;0
1700301;0;1;0;0;2;0
4307203;0;1;1;0;1;0
3123858;0;0;1;0;4;0
3161403;0;0;0;0;1;0
4122909;1;0;0;0;1;0
4314423;0;0;0;0;2;0
1703701;0;2;0;0;1;0
3162575;0;1;0;1;2;0
3122702;0;0;0;0;1;0
4320354;1;0;0;0;0;0
4219358;0;0;0;0;1;0
2505279;1;0;0;0;1;0
3112109;0;1;1;0;1;0
3122504;0;0;0;0;0;0
3121001;0;1;1;1;1;0
2205904;1;1;1;0;0;0
2410256;1;2;0;0;2;0
3150901;2;0;0;0;0;0
3155108;0;0;0;1;0;0
3544608;0;1;0;0;2;0
3165578;0;0;1;0;0;0
3123106;0;1;0;1;1;0
4109203;1;0;1;0;4;0
4311627;1;0;1;0;0;0
2403301;0;1;0;0;2;0
2204006;0;0;0;0;2;0
2414704;1;0;0;0;0;0
3512506;0;1;0;0;3;0
2500536;0;1;0;0;1;0
5107354;0;3;0;1;2;0
3505351;0;0;0;0;0;0
5100359;0;0;2;1;0;0
4124004;0;0;1;0;2;0
4200903;0;1;0;0;0;0
2913309;1;0;0;1;0;0
1507466;1;0;0;1;0;0
5208509;0;1;1;0;1;0
3145455;1;0;0;0;0;0
3302452;1;0;0;0;1;0
4124509;0;0;0;0;4;0
1706506;0;1;1;0;3;0
2705309;1;1;0;0;0;0
3155306;0;0;0;0;1;0
5104542;0;5;0;0;1;0
2205607;2;0;1;0;2;0
3158102;2;0;0;0;0;0
4323101;0;2;2;0;1;0
3148202;0;1;1;0;0;0
3537701;1;0;0;0;0;0
3555356;0;0;0;0;3;0
3155900;0;0;0;0;0;0
2101350;1;0;0;0;1;0
3102050;0;0;3;2;0;0
2201919;0;0;0;0;0;0
4218103;0;0;1;0;1;0
4322905;1;0;2;1;0;0
4306734;0;0;0;0;0;0
5101852;0;1;0;0;0;0
2201705;0;0;1;0;1;0
2802205;0;3;0;0;0;0
2513505;0;3;0;0;1;0
3105301;0;0;1;0;0;0
1707652;0;0;3;0;5;0
2405207;0;0;1;0;0;0
3138500;0;0;0;0;1;0
1703107;0;4;1;1;5;0
3524907;1;0;0;0;1;0
4126108;1;1;0;0;3;0
4321352;1;0;1;0;2;0
4301800;0;0;0;0;4;0
4113452;1;1;0;0;2;0
5003504;1;1;0;0;6;0
2513307;0;1;0;0;0;0
2205524;1;0;0;0;0;0
2910909;0;0;0;0;0;0
2201929;0;0;1;0;1;0
3135407;0;2;0;0;1;0
3539905;0;0;0;0;4;0
5106653;1;0;1;1;0;0
5002803;0;1;1;0;2;0
2402808;0;1;0;0;2;0
2414159;0;0;0;0;2;0
2202109;0;0;1;0;1;0
3160959;0;0;1;1;1;0
2703403;1;2;0;0;1;0
3547007;1;1;1;1;1;0
4315008;0;1;2;1;1;0
4108452;3;1;0;0;1;0
3138708;0;0;1;0;0;0
3136108;0;1;1;1;0;0
3517307;0;1;0;0;0;0
3554904;1;1;0;0;1;0
5105234;0;2;0;0;1;0
4118600;1;1;0;0;5;0
5106182;0;2;1;0;1;0
5210604;0;1;0;0;0;0
4100905;0;0;1;0;0;0
3553203;0;0;1;0;1;0
5106802;0;4;0;0;3;0
3544806;3;2;1;0;0;0
4304002;0;0;1;0;2;0
5215504;0;1;0;0;4;0
2101806;0;0;0;0;0;0
2204352;0;1;0;0;2;0
2109700;1;0;1;1;1;0
5103106;0;2;1;0;0;0
3107703;0;0;1;0;0;0
4117206;0;0;0;0;0;0
4303806;0;0;0;0;2;0
2514453;0;1;0;0;1;0
5200852;0;0;0;0;0;0
5203807;0;0;0;0;0;0
4311700;0;1;2;0;0;0
2209302;0;2;1;1;0;0
4107108;0;1;0;0;5;0
5100102;3;0;0;1;4;0
4125308;2;0;0;0;0;0
4316204;0;4;0;0;3;0
2405405;0;0;0;0;0;0
2202539;0;1;0;0;0;0
2702207;1;4;0;0;0;0
2500205;1;1;1;2;0;0
3515608;1;0;2;0;1;0
3153103;1;0;0;0;0;0
4200606;0;0;0;0;2;0
3171071;0;0;0;0;0;0
4201901;1;0;0;0;0;0
4215208;0;0;0;0;0;0
3136603;0;1;1;5;1;0
2703700;1;2;0;0;0;0
2404903;2;0;0;0;1;0
2209658;1;0;0;0;0;0
3509452;1;0;0;0;0;0
3546504;0;1;0;0;0;0
3164100;0;0;0;0;1;0
2202729;0;0;0;0;3;0
2102150;0;2;1;0;0;0
3147956;0;0;2;0;0;0
3536109;0;1;0;0;0;0
4122651;0;0;2;0;1;0
3111903;0;0;1;0;0;0
2202133;0;0;0;0;1;0
3165503;0;0;0;0;1;0
2112274;0;0;0;0;1;0
4210035;0;0;1;0;2;0
2504033;0;1;1;0;2;0
3500550;2;1;0;0;2;0
2209872;0;0;0;0;0;0
2501708;0;0;1;0;0;0
2508802;0;0;0;0;3;0
4120358;1;0;0;0;3;0
2801603;0;3;0;0;2;0
3163409;0;0;1;0;0;0
2413102;1;0;0;0;0;0
2503803;0;0;0;0;0;0
2802601;1;0;0;0;1;0
3116001;0;1;0;0;0;0
2603405;0;1;0;0;1;0
3502309;1;1;1;0;1;0
4118857;0;1;0;0;6;0
3203601;1;1;0;0;4;0
3524501;1;0;0;1;0;0
3171907;0;0;0;0;0;0
1700350;0;1;1;0;9;0
2202091;1;0;0;1;0;0
2210300;1;0;4;1;2;0
3534203;0;0;0;0;1;0
3167806;0;0;1;0;0;0
4312476;0;0;1;0;1;0
3166006;0;0;0;0;0;0
4115358;0;0;1;0;2;0
4117453;1;3;0;0;1;0
3159506;0;1;0;0;0;0
4316758;0;0;1;1;2;0
5209937;0;0;1;0;0;0
3501806;1;0;0;0;1;0
4207403;0;0;0;0;1;0
3136959;0;0;0;0;0;0
3552908;0;0;1;0;0;0
2929354;2;3;1;1;4;0
3105509;0;0;0;0;0;0
2205151;0;0;0;0;0;0
3545704;1;0;0;0;0;0
4128633;1;0;0;0;0;0
4319208;0;0;0;1;3;0
2403707;1;0;0;0;2;0
4103354;0;0;0;0;4;0
1100601;0;2;0;0;0;0
3164472;0;0;0;1;1;0
1713809;1;1;1;0;2;0
4301651;0;1;1;0;1;0
2413300;2;0;0;0;0;0
4315909;0;0;1;0;1;0
2614402;0;0;0;0;1;0
2503902;1;0;1;0;1;0
2502102;0;0;0;0;0;0
5219100;1;0;1;0;3;0
2413607;0;0;1;0;2;0
3120300;0;0;0;0;0;0
3131000;1;4;0;0;0;0
3122405;1;0;1;0;0;0
3169109;0;0;0;0;0;0
2512721;0;0;0;0;0;0
4319109;0;0;0;0;1;0
3161304;0;0;0;0;1;0
2200905;1;0;0;0;0;0
3536802;0;0;0;1;4;0
4311601;0;1;0;0;0;0
4321956;0;2;0;0;0;0
3119955;0;0;0;0;3;0
3552007;0;0;0;0;0;0
3133907;0;0;0;0;0;0
3126752;1;1;0;0;0;0
1600238;0;1;0;0;0;0
3164605;0;0;0;0;1;0
4126405;4;1;0;0;2;0
2403400;1;1;1;0;0;0
4107306;0;0;0;1;2;0
3134103;0;1;0;0;0;0
3167707;0;1;0;1;2;0
3146255;0;2;0;0;3;0
4126900;0;0;0;0;0;0
4320552;1;0;1;0;0;0
3130408;0;0;0;0;0;0
4308706;1;1;1;2;2;0
3108206;0;0;1;1;1;0
2406007;0;0;0;0;0;0
3126802;0;0;0;0;0;0
1701309;0;0;0;0;2;0
3122355;0;0;0;0;0;0
3532801;0;0;1;1;1;0
3553104;0;0;0;0;1;0
3535705;0;0;0;0;5;0
4322103;2;0;0;0;3;0
5005152;2;1;0;0;1;0
5008404;1;0;0;0;2;0
2100105;0;0;0;0;0;0
4124905;0;1;1;0;1;0
3523701;0;0;0;0;1;0
4305439;1;0;4;0;0;0
3127503;0;0;0;0;0;0
2412104;0;0;0;0;3;0
3554953;0;0;0;1;0;0
4107900;2;0;1;0;4;0
4107736;1;0;0;0;1;0
3146552;0;0;0;0;1;0
3117876;0;0;0;0;0;0
2509396;0;1;0;0;1;0
3127073;0;0;1;0;4;0
3548104;0;0;0;0;2;0
4109658;0;1;1;0;0;0
4114708;2;3;0;0;1;0
2111672;0;1;1;0;0;0
2805208;0;0;0;0;0;0
4111100;0;1;0;0;0;0
2309904;0;1;0;0;0;0
3512100;1;1;0;0;5;0
2101939;0;0;0;0;0;0
3122900;0;0;0;0;0;0
3542008;0;0;0;0;0;0
4202131;2;0;0;0;0;0
4209508;0;0;0;0;0;0
2209401;0;1;1;0;3;0
2514305;2;0;0;0;0;0
4307559;0;0;0;0;6;0
4314076;0;0;0;1;1;0
4128807;0;1;0;0;1;0
2201739;0;1;0;0;1;0
2401859;1;1;0;1;1;0
3146206;0;0;0;0;0;0
3521101;0;3;0;0;2;0
4310439;1;0;2;4;1;0
1101484;0;2;0;0;1;0
2301802;0;1;0;0;1;0
2209104;0;0;0;1;1;0
3167400;0;1;1;0;0;0
2413003;0;0;1;0;0;0
1710706;0;0;0;0;0;0
2109056;1;0;0;0;0;0
2506608;1;4;0;0;0;0
1505551;0;0;0;0;2;0
2202752;0;0;0;1;3;0
4216255;0;0;0;0;2;0
4125357;0;0;1;0;0;0
5106281;2;0;0;0;3;0
4309654;0;1;0;0;1;0
3120151;0;0;1;0;0;0
4316956;1;0;1;0;0;0
3170750;0;1;0;1;3;0
3157658;0;0;0;0;0;0
5204805;0;3;1;0;2;0
4109757;1;0;0;0;4;0
3141702;0;0;0;1;0;0
2510204;0;1;0;1;2;0
3155207;0;0;2;0;0;0
1200054;0;0;0;0;0;0
4300703;0;0;1;0;2;0
3101631;0;0;0;0;7;0
2111631;0;0;0;0;0;0
2209203;0;0;0;0;0;0
4122701;0;0;0;0;5;1
3534104;0;1;0;0;1;0
4107405;4;1;1;0;1;0
2207777;1;0;0;0;0;0
4200507;1;0;3;0;1;0
4303707;0;0;0;0;2;0
5219902;0;0;0;0;2;0
3129202;3;1;0;0;0;0
2709004;0;1;0;0;0;0
3503109;0;2;0;0;2;0
2311231;0;0;1;0;1;0
4212700;1;1;1;1;0;0
3129103;1;1;0;0;2;0
3134301;0;1;0;0;1;0
2104701;1;0;0;0;0;0
1506906;0;0;0;0;0;0
3105707;0;0;1;0;0;0
4214409;1;0;1;0;1;0
3103751;0;0;0;0;1;0
3129657;0;1;1;0;1;0
2502607;0;0;1;0;0;0
2209906;0;2;0;0;1;0
3101201;0;0;0;0;7;0
3543501;1;1;0;0;0;0
4315156;0;0;1;0;1;0
5211701;0;0;0;0;0;0
2509156;0;0;1;0;0;0
2910776;0;2;0;0;0;0
4311254;0;1;0;0;0;0
3130705;0;0;0;3;2;0
4214508;0;1;2;0;1;0
2201945;0;0;0;0;1;0
4108908;0;0;0;0;3;0
2502904;0;7;0;0;1;0
2505238;1;0;0;0;1;0
3152600;0;0;2;0;4;0
4119202;2;1;0;0;0;0
2304608;0;1;0;0;3;0
4203105;0;0;2;0;2;0
2206050;0;0;0;0;0;0
4206108;0;0;1;0;0;0
2406205;1;1;0;0;1;0
2502151;0;0;0;0;3;0
4312450;1;0;0;0;2;0
2210938;1;0;0;0;2;0
3138674;0;2;1;0;0;0
2412708;0;1;0;0;0;0
2515906;1;1;0;1;1;0
2804706;0;1;0;0;1;0
3165404;0;0;2;0;1;0
5204854;0;0;0;0;0;0
1718758;0;1;0;0;0;0
4127882;0;1;0;0;1;0
3143807;0;0;0;0;0;0
3161700;2;3;0;0;6;0
4115309;0;2;1;0;3;0
2209005;0;2;0;0;2;0
5007802;1;0;0;0;0;0
4219200;0;2;0;0;0;0
3169505;1;5;0;2;3;0
5103858;0;0;0;0;0;0
4320503;0;0;1;1;1;0
2201770;0;1;0;0;1;0
2209708;0;0;0;0;3;0
3113602;0;0;0;0;4;0
5211305;0;0;1;0;1;0
3547908;1;1;1;0;0;0
1100031;0;0;0;0;0;0
2903102;0;1;0;0;1;0
